Student Name,Operating System,Computer Networks,DBMS,DSA,LR,Maths,Study_Time,English_Score,Course Needed
Student 1202,70,85,68,79,82,68,1,54,1
Student 1203,75,61,99,79,94,82,3,92,0
Student 1204,80,69,72,50,76,82,1,66,1
Student 1205,66,55,92,50,71,91,6,89,1
Student 1206,52,68,77,90,80,96,4,55,1
Student 1207,71,81,62,65,96,52,5,98,1
Student 1208,61,59,55,99,62,77,4,55,1
Student 1209,96,90,81,82,70,73,3,78,0
Student 1210,55,56,73,51,69,74,2,82,1
Student 1211,56,95,93,50,98,82,8,67,0
Student 1212,65,84,57,83,75,90,8,50,1
Student 1213,88,92,95,66,79,85,8,93,0
Student 1214,57,64,94,98,60,87,1,58,1
Student 1215,98,50,56,54,55,52,5,77,1
Student 1216,89,76,80,95,90,87,6,89,0
Student 1217,79,84,67,76,93,51,7,58,1
Student 1218,64,87,90,55,100,84,7,84,0
Student 1219,77,73,50,83,70,67,2,86,1
Student 1220,52,99,92,64,89,70,4,58,1
Student 1221,63,68,57,81,92,71,6,100,0
Student 1222,79,92,64,70,78,59,5,90,0
Student 1223,77,85,80,71,71,86,1,91,0
Student 1224,70,100,51,93,83,57,2,93,0
Student 1225,62,57,94,92,68,77,7,54,1
Student 1226,66,94,89,74,65,50,7,88,0
Student 1227,85,55,93,78,54,52,5,51,1
Student 1228,75,82,50,82,71,99,4,89,0
Student 1229,70,81,94,99,59,98,6,91,0
Student 1230,97,51,90,52,82,88,7,53,1
Student 1231,71,98,94,73,63,84,7,88,0
Student 1232,64,71,59,73,50,96,6,72,1
Student 1233,83,60,76,79,81,52,8,89,1
Student 1234,64,69,78,83,88,58,2,56,1
Student 1235,64,71,67,85,75,87,6,64,1
Student 1236,60,98,66,69,59,99,7,82,0
Student 1237,70,66,63,71,69,62,5,84,1
Student 1238,83,60,79,97,55,57,8,65,1
Student 1239,64,95,74,60,50,61,2,97,1
Student 1240,53,72,93,64,81,62,5,90,1
Student 1241,58,99,60,79,64,76,8,68,1
Student 1242,58,51,50,83,86,74,5,81,1
Student 1243,95,64,86,74,68,67,1,86,0
Student 1244,92,97,52,58,58,100,4,85,0
Student 1245,58,80,66,70,67,86,6,52,1
Student 1246,77,84,84,87,55,73,3,98,0
Student 1247,82,93,70,97,84,73,2,92,0
Student 1248,93,77,51,55,79,67,7,78,1
Student 1249,97,72,81,89,64,66,8,85,0
Student 1250,88,71,88,59,79,100,3,86,0
Student 1251,87,100,82,68,54,82,7,54,0
Student 1252,84,83,56,55,94,58,3,68,1
Student 1253,59,100,95,66,50,55,8,73,1
Student 1254,65,61,65,72,82,88,8,83,1
Student 1255,64,81,81,78,57,66,4,57,1
Student 1256,74,89,95,72,100,81,6,63,0
Student 1257,75,50,93,87,55,90,7,55,1
Student 1258,75,75,90,50,90,50,2,94,1
Student 1259,59,97,59,85,63,72,3,99,0
Student 1260,82,64,69,63,89,100,2,63,0
Student 1261,100,90,62,63,53,50,7,65,1
Student 1262,87,81,85,62,72,54,5,74,1
Student 1263,83,100,88,56,100,57,2,94,0
Student 1264,65,95,72,68,68,80,1,83,0
Student 1265,100,51,67,100,84,51,1,82,0
Student 1266,92,99,56,93,50,59,1,51,1
Student 1267,92,96,91,66,67,90,4,69,0
Student 1268,68,88,70,94,59,50,4,88,1
Student 1269,87,59,66,82,74,61,5,64,1
Student 1270,77,92,99,69,91,67,7,91,0
Student 1271,65,82,66,56,70,51,2,75,1
Student 1272,55,64,97,77,95,89,3,88,0
Student 1273,59,68,77,81,95,93,5,50,1
Student 1274,90,78,61,90,73,85,5,99,0
Student 1275,99,91,51,85,96,54,4,89,0
Student 1276,88,67,81,84,72,88,4,65,0
Student 1277,80,72,80,70,58,68,5,98,0
Student 1278,98,52,93,81,72,94,2,91,0
Student 1279,71,87,68,73,64,85,8,76,1
Student 1280,97,80,81,75,66,70,7,78,0
Student 1281,95,96,55,57,74,97,3,68,0
Student 1282,94,57,71,88,59,77,8,92,0
Student 1283,86,54,80,59,81,62,2,71,1
Student 1284,52,66,67,65,98,91,2,73,1
Student 1285,82,77,55,70,90,65,5,87,0
Student 1286,80,50,78,74,55,89,1,81,1
Student 1287,76,50,77,50,99,72,6,88,1
Student 1288,82,50,74,74,62,87,5,74,1
Student 1289,57,86,92,97,80,52,4,69,0
Student 1290,55,69,80,56,71,51,7,73,1
Student 1291,66,54,69,63,81,97,8,83,1
Student 1292,53,69,81,57,55,100,2,92,1
Student 1293,59,56,54,86,68,88,7,70,1
Student 1294,97,83,51,71,69,94,7,69,0
Student 1295,63,51,77,53,90,89,1,66,1
Student 1296,74,84,57,60,69,87,5,54,1
Student 1297,96,61,74,73,70,64,8,53,1
Student 1298,59,55,53,94,82,82,6,79,1
Student 1299,99,69,87,70,62,62,2,72,1
Student 1300,72,96,62,69,50,95,3,77,1
Student 1301,54,68,61,71,74,86,2,97,1
Student 1302,51,62,58,80,92,56,1,82,1
Student 1303,59,55,65,83,67,67,8,62,1
Student 1304,50,96,53,97,98,63,6,76,0
Student 1305,76,74,75,90,56,53,6,64,1
Student 1306,98,97,69,86,58,84,1,91,0
Student 1307,97,91,53,52,97,53,2,72,1
Student 1308,98,67,76,93,75,89,5,98,0
Student 1309,59,69,82,55,98,57,8,52,1
Student 1310,95,93,92,91,98,90,8,60,0
Student 1311,97,70,85,99,50,68,4,96,0
Student 1312,73,54,68,83,68,93,4,75,1
Student 1313,83,77,67,62,76,66,3,64,1
Student 1314,80,82,97,53,71,96,7,82,0
Student 1315,89,64,85,78,63,79,7,74,0
Student 1316,87,70,88,79,100,92,8,58,0
Student 1317,74,74,91,97,61,81,2,55,0
Student 1318,96,90,53,54,76,86,4,52,1
Student 1319,78,86,87,67,61,52,6,64,1
Student 1320,84,94,70,90,61,74,1,67,0
Student 1321,98,65,69,81,87,99,3,72,0
Student 1322,63,98,74,100,62,80,1,99,0
Student 1323,57,64,62,71,75,68,5,55,1
Student 1324,60,100,97,71,53,75,6,72,0
Student 1325,83,68,88,80,73,51,2,94,0
Student 1326,52,73,62,54,62,100,8,75,1
Student 1327,86,69,50,85,60,69,6,97,1
Student 1328,76,93,76,91,62,80,8,51,0
Student 1329,89,98,61,54,51,83,4,75,1
Student 1330,51,90,81,66,61,99,7,80,0
Student 1331,65,92,57,96,59,70,4,98,0
Student 1332,75,77,60,97,73,73,7,57,1
Student 1333,99,67,78,73,98,79,2,73,0
Student 1334,67,51,99,91,52,68,5,67,1
Student 1335,95,53,89,77,58,86,4,75,0
Student 1336,99,83,70,95,64,57,3,62,0
Student 1337,60,77,99,77,84,57,1,100,0
Student 1338,82,59,97,91,89,83,3,59,0
Student 1339,69,55,53,57,57,100,3,70,1
Student 1340,98,64,78,60,87,59,6,67,1
Student 1341,91,65,92,74,79,85,8,80,0
Student 1342,89,88,97,58,72,75,5,86,0
Student 1343,71,90,100,89,63,95,5,83,0
Student 1344,75,63,98,86,63,98,6,69,0
Student 1345,73,72,60,93,64,91,8,88,0
Student 1346,68,50,87,61,59,87,8,83,1
Student 1347,70,82,62,81,90,97,8,64,0
Student 1348,52,63,62,61,86,98,7,81,1
Student 1349,85,79,64,90,97,57,2,71,0
Student 1350,79,85,52,85,93,75,8,90,0
Student 1351,94,83,62,66,66,58,6,82,1
Student 1352,71,96,93,64,76,69,6,94,0
Student 1353,63,74,80,87,65,97,2,85,0
Student 1354,93,87,97,95,70,63,3,84,0
Student 1355,58,88,61,86,65,71,7,94,1
Student 1356,79,68,100,50,61,95,8,51,1
Student 1357,60,54,94,98,91,95,6,78,0
Student 1358,75,64,67,79,90,88,6,75,0
Student 1359,61,93,71,99,82,97,5,85,0
Student 1360,80,86,85,79,51,97,7,56,0
Student 1361,56,56,96,90,66,57,4,82,1
Student 1362,85,85,58,75,68,95,8,75,0
Student 1363,54,56,54,82,83,89,1,72,1
Student 1364,86,58,89,84,80,78,8,68,0
Student 1365,96,82,96,68,57,91,4,56,0
Student 1366,84,99,79,95,77,99,8,67,0
Student 1367,52,95,88,92,53,100,4,75,0
Student 1368,55,86,61,97,52,67,3,60,1
Student 1369,56,74,90,60,81,65,3,70,1
Student 1370,87,64,74,90,70,76,3,54,1
Student 1371,86,69,57,85,52,52,8,99,1
Student 1372,99,74,79,65,70,92,5,61,0
Student 1373,66,95,52,76,72,55,4,72,1
Student 1374,100,68,79,92,86,59,6,97,0
Student 1375,69,66,85,89,98,72,3,84,0
Student 1376,52,93,81,68,62,81,4,100,0
Student 1377,87,63,68,100,57,62,7,91,0
Student 1378,70,64,69,84,70,59,2,96,1
Student 1379,98,83,87,81,84,77,7,77,0
Student 1380,55,84,88,81,99,86,6,84,0
Student 1381,72,82,52,78,66,82,2,94,0
Student 1382,80,55,86,58,74,84,6,60,1
Student 1383,80,52,80,92,54,95,5,71,1
Student 1384,74,97,84,90,61,68,6,90,0
Student 1385,74,62,85,96,70,72,6,80,0
Student 1386,74,90,85,81,71,51,2,81,0
Student 1387,81,58,53,59,72,98,8,55,1
Student 1388,90,80,67,61,75,66,3,61,1
Student 1389,52,98,51,51,50,78,6,59,1
Student 1390,64,68,77,64,85,78,1,85,1
Student 1391,73,82,100,78,67,60,4,87,0
Student 1392,81,71,78,93,74,62,6,56,1
Student 1393,94,93,51,99,63,52,5,65,1
Student 1394,98,66,82,73,94,81,4,60,0
Student 1395,71,100,100,55,67,55,2,98,0
Student 1396,97,78,74,79,68,68,7,98,0
Student 1397,58,77,97,88,80,99,6,89,0
Student 1398,93,60,100,77,71,54,3,51,1
Student 1399,63,74,77,84,83,73,7,68,1
Student 1400,52,65,86,91,50,89,4,69,1
Student 1401,70,87,98,56,72,50,3,71,1
Student 1402,86,95,71,98,78,71,2,73,0
Student 1403,85,87,56,59,80,75,4,91,0
Student 1404,72,78,68,72,88,90,2,88,0
Student 1405,74,66,56,69,94,93,2,99,0
Student 1406,64,55,81,72,57,100,3,97,0
Student 1407,87,76,79,87,61,82,6,51,1
Student 1408,72,58,65,98,70,58,8,87,1
Student 1409,78,79,68,63,69,50,7,85,1
Student 1410,55,84,63,99,87,91,2,83,0
Student 1411,88,79,98,91,57,85,3,75,0
Student 1412,59,54,83,92,52,90,3,57,1
Student 1413,65,98,95,70,71,67,3,64,0
Student 1414,99,69,76,86,70,98,6,84,0
Student 1415,93,61,86,65,70,67,6,67,1
Student 1416,81,81,62,60,82,82,5,61,1
Student 1417,64,73,80,69,70,70,2,93,1
Student 1418,56,50,62,61,53,92,7,66,1
Student 1419,71,56,62,68,89,75,4,60,1
Student 1420,73,56,80,91,76,96,4,92,0
Student 1421,92,57,68,97,60,98,3,76,0
Student 1422,87,84,95,62,58,81,8,60,0
Student 1423,61,93,50,61,54,77,3,88,1
Student 1424,90,85,50,98,64,85,5,72,0
Student 1425,51,66,54,54,90,56,2,59,1
Student 1426,92,98,66,76,56,76,5,77,0
Student 1427,87,74,62,78,73,61,8,59,1
Student 1428,88,68,52,94,51,98,2,50,1
Student 1429,93,81,54,98,52,93,1,89,0
Student 1430,64,87,86,62,82,88,5,78,0
Student 1431,95,59,88,82,81,72,8,71,0
Student 1432,98,77,81,59,60,76,7,67,1
Student 1433,98,92,89,67,87,65,6,66,0
Student 1434,89,57,87,84,94,52,3,81,0
Student 1435,71,65,98,57,78,84,5,56,1
Student 1436,90,84,52,84,53,82,7,69,1
Student 1437,73,70,87,59,58,86,6,53,1
Student 1438,60,79,95,68,69,94,1,69,0
Student 1439,92,64,76,76,91,64,5,65,0
Student 1440,80,87,66,83,90,96,1,75,0
Student 1441,97,94,70,98,74,66,2,54,0
Student 1442,80,82,67,68,87,80,1,90,0
Student 1443,70,88,59,68,86,53,3,91,1
Student 1444,71,55,89,62,91,65,7,82,1
Student 1445,89,59,61,80,51,70,3,76,1
Student 1446,60,84,97,100,68,67,7,97,0
Student 1447,59,97,91,76,57,84,4,80,0
Student 1448,79,79,66,100,64,60,1,59,1
Student 1449,98,86,54,81,78,79,4,99,0
Student 1450,52,91,89,89,53,95,7,95,0
Student 1451,52,80,87,85,53,63,7,58,1
Student 1452,94,67,57,75,80,64,1,77,1
Student 1453,57,100,55,60,50,85,6,100,1
Student 1454,85,62,52,81,81,57,5,98,1
Student 1455,91,66,84,67,71,100,6,78,0
Student 1456,91,93,70,85,67,74,1,100,0
Student 1457,91,87,91,65,87,86,8,88,0
Student 1458,58,61,72,69,86,98,6,88,0
Student 1459,74,50,70,99,80,52,6,62,1
Student 1460,75,62,72,63,65,81,2,58,1
Student 1461,58,61,56,74,95,82,8,50,1
Student 1462,60,84,84,92,83,64,5,69,0
Student 1463,94,78,75,69,90,57,2,92,0
Student 1464,61,51,94,67,97,65,6,63,1
Student 1465,53,84,86,89,55,97,5,98,0
Student 1466,58,62,61,97,53,68,4,52,1
Student 1467,82,78,55,63,53,95,2,52,1
Student 1468,73,57,69,97,76,84,8,71,0
Student 1469,94,52,83,53,73,53,4,61,1
Student 1470,64,87,71,92,80,53,1,62,1
Student 1471,97,89,86,80,53,71,3,99,0
Student 1472,51,74,79,82,58,91,2,58,1
Student 1473,63,97,57,61,95,82,8,76,0
Student 1474,96,63,89,88,99,61,1,79,0
Student 1475,95,90,56,69,67,69,7,71,1
Student 1476,74,88,56,83,95,96,5,93,0
Student 1477,60,93,98,57,99,52,6,79,0
Student 1478,75,66,60,86,62,76,5,84,1
Student 1479,50,54,65,79,65,53,5,96,1
Student 1480,55,72,99,56,53,81,7,88,1
Student 1481,66,99,76,73,96,94,4,75,0
Student 1482,100,66,78,64,98,99,8,67,0
Student 1483,61,59,81,95,97,55,6,59,1
Student 1484,87,56,85,80,82,75,6,99,0
Student 1485,90,64,74,100,97,85,2,86,0
Student 1486,94,64,100,90,73,67,1,57,0
Student 1487,84,81,76,84,62,55,5,50,1
Student 1488,53,68,66,94,59,76,2,89,1
Student 1489,83,85,59,67,73,74,5,56,1
Student 1490,69,59,72,90,80,95,6,68,0
Student 1491,59,87,100,60,100,67,7,77,0
Student 1492,99,86,77,61,61,94,8,87,0
Student 1493,55,76,94,95,58,70,4,84,0
Student 1494,77,84,90,53,72,62,3,74,1
Student 1495,81,78,61,65,56,62,5,62,1
Student 1496,86,71,76,83,80,76,2,71,0
Student 1497,97,64,51,51,91,80,2,68,1
Student 1498,87,83,76,69,99,92,4,55,0
Student 1499,87,50,86,67,67,100,8,55,1
Student 1500,66,63,86,74,60,74,5,68,1
Student 1501,50,52,78,54,65,72,8,73,1
Student 1502,52,92,85,95,74,77,3,98,0
Student 1503,84,89,69,93,55,94,7,64,0
Student 1504,60,57,90,79,90,97,1,52,1
Student 1505,72,82,100,90,78,74,7,99,0
Student 1506,68,76,60,96,97,71,5,65,0
Student 1507,69,86,88,86,56,60,7,64,1
Student 1508,96,69,66,53,58,66,1,60,1
Student 1509,55,67,61,80,66,77,7,55,1
Student 1510,56,63,67,67,77,69,5,80,1
Student 1511,88,65,97,73,54,58,6,97,0
Student 1512,50,84,84,59,78,51,1,75,1
Student 1513,90,74,80,61,50,78,5,53,1
Student 1514,71,70,74,79,74,86,7,66,1
Student 1515,86,94,73,93,59,97,8,67,0
Student 1516,74,79,63,80,82,51,2,85,1
Student 1517,78,94,85,61,80,76,1,72,0
Student 1518,63,76,78,65,98,66,1,92,0
Student 1519,90,65,89,85,82,91,5,67,0
Student 1520,69,89,84,72,53,55,5,91,1
Student 1521,82,83,89,69,53,54,6,85,1
Student 1522,59,59,78,52,55,91,2,70,1
Student 1523,80,91,70,61,88,81,5,76,0
Student 1524,65,89,62,100,84,62,8,71,0
Student 1525,77,100,82,68,56,54,3,71,1
Student 1526,73,74,72,66,75,62,1,58,1
Student 1527,84,77,62,88,64,77,4,58,1
Student 1528,65,98,57,91,77,75,4,73,0
Student 1529,69,84,57,80,75,65,4,61,1
Student 1530,84,93,78,85,61,100,8,99,0
Student 1531,76,65,56,84,67,78,7,89,1
Student 1532,76,74,82,73,98,62,8,81,0
Student 1533,98,75,51,74,73,59,5,74,1
Student 1534,93,59,73,86,65,86,6,80,0
Student 1535,89,70,79,64,67,51,2,93,1
Student 1536,65,98,61,84,75,76,3,57,1
Student 1537,72,94,93,85,92,97,2,76,0
Student 1538,95,66,64,73,64,97,1,76,0
Student 1539,51,80,91,85,51,58,4,69,1
Student 1540,57,93,73,56,99,68,2,50,1
Student 1541,54,87,90,70,67,64,1,86,1
Student 1542,57,85,89,90,51,55,2,64,1
Student 1543,58,62,97,55,71,72,1,79,1
Student 1544,92,83,76,62,95,96,6,77,0
Student 1545,73,51,74,90,95,95,8,92,0
Student 1546,58,78,86,100,57,94,4,78,0
Student 1547,93,50,80,98,75,97,2,91,0
Student 1548,86,51,98,69,50,75,7,94,1
Student 1549,78,60,57,88,67,82,5,50,1
Student 1550,95,80,98,96,86,81,2,63,0
Student 1551,50,75,81,52,92,96,3,83,0
Student 1552,72,69,91,81,88,93,7,100,0
Student 1553,87,84,60,97,94,96,3,80,0
Student 1554,89,84,90,79,92,86,2,64,0
Student 1555,58,91,91,66,99,93,6,74,0
Student 1556,64,93,94,69,86,92,8,61,0
Student 1557,90,70,78,83,72,91,5,88,0
Student 1558,70,53,69,65,77,61,2,96,1
Student 1559,84,96,55,89,83,86,5,100,0
Student 1560,86,75,61,100,88,80,1,51,0
Student 1561,59,55,73,74,56,75,8,70,1
Student 1562,55,98,62,60,78,53,8,72,1
Student 1563,71,82,62,85,80,57,6,59,1
Student 1564,85,63,66,65,82,97,1,96,0
Student 1565,78,92,84,76,98,68,7,56,0
Student 1566,61,98,88,94,96,77,1,55,0
Student 1567,76,79,96,90,99,89,3,69,0
Student 1568,68,66,89,51,75,52,1,82,1
Student 1569,54,99,65,68,85,59,6,53,1
Student 1570,50,73,71,66,62,51,6,54,1
Student 1571,58,81,74,51,62,87,5,86,1
Student 1572,54,67,94,66,67,97,1,74,1
Student 1573,62,83,95,95,79,64,7,80,0
Student 1574,95,87,73,88,70,72,5,82,0
Student 1575,63,66,91,94,96,84,6,78,0
Student 1576,89,98,65,97,83,99,4,91,0
Student 1577,95,68,52,89,91,81,1,84,0
Student 1578,53,75,78,59,57,59,4,79,1
Student 1579,100,95,59,80,79,77,4,84,0
Student 1580,55,59,61,52,95,88,7,94,1
Student 1581,62,63,76,59,71,93,8,58,1
Student 1582,88,88,79,85,62,86,2,83,0
Student 1583,96,77,78,72,52,51,1,94,1
Student 1584,60,53,72,90,90,92,7,93,0
Student 1585,88,86,60,70,54,95,3,56,1
Student 1586,69,93,68,57,68,79,6,57,1
Student 1587,56,92,65,51,91,81,4,96,0
Student 1588,83,61,92,67,75,53,7,50,1
Student 1589,61,94,63,81,85,54,2,83,1
Student 1590,74,67,55,82,87,91,4,89,0
Student 1591,97,63,83,96,67,74,1,86,0
Student 1592,54,88,60,74,56,81,4,55,1
Student 1593,89,57,79,77,83,56,2,60,1
Student 1594,60,72,53,60,95,76,4,94,1
Student 1595,80,54,100,67,75,74,6,60,1
Student 1596,61,76,87,94,50,85,1,59,1
Student 1597,51,89,70,95,54,74,8,65,1
Student 1598,54,88,75,77,52,52,1,50,1
Student 1599,56,56,72,69,68,68,5,58,1
Student 1600,59,87,82,64,63,69,1,79,1
Student 1601,86,53,91,90,77,78,1,87,0
Student 1602,53,67,91,54,69,82,1,85,1
Student 1603,91,100,86,51,79,78,6,60,0
Student 1604,51,73,52,54,94,91,8,51,1
Student 1605,63,100,92,74,73,67,1,60,0
Student 1606,70,86,99,94,51,62,5,63,1
Student 1607,73,85,75,77,67,60,5,69,1
Student 1608,72,80,79,97,60,84,6,66,0
Student 1609,55,60,60,100,56,82,6,95,1
Student 1610,82,92,66,61,60,61,2,93,1
Student 1611,68,93,82,67,100,50,7,71,0
Student 1612,83,91,91,73,100,51,7,52,0
Student 1613,65,55,53,82,69,57,5,97,1
Student 1614,89,58,67,57,51,52,7,61,1
Student 1615,82,88,60,57,78,58,1,83,1
Student 1616,88,69,82,87,95,59,2,82,0
Student 1617,80,84,74,92,98,62,3,71,0
Student 1618,72,87,68,65,87,89,8,64,0
Student 1619,93,74,63,97,91,80,3,89,0
Student 1620,88,53,96,94,61,94,5,61,0
Student 1621,63,56,50,100,51,60,2,98,1
Student 1622,67,72,70,85,93,55,5,63,1
Student 1623,97,62,74,78,51,76,3,89,0
Student 1624,80,54,62,50,63,90,5,58,1
Student 1625,99,61,62,75,78,86,6,89,0
Student 1626,80,58,55,97,90,66,2,71,1
Student 1627,97,81,62,87,100,65,8,79,0
Student 1628,91,67,55,100,57,76,4,63,1
Student 1629,83,95,81,80,84,56,3,54,0
Student 1630,66,60,58,62,61,74,3,57,1
Student 1631,54,54,50,92,68,92,4,71,1
Student 1632,99,85,78,65,68,86,5,72,0
Student 1633,92,83,87,93,88,52,5,51,0
Student 1634,83,70,51,51,86,94,8,66,1
Student 1635,73,65,94,97,53,100,3,73,0
Student 1636,72,65,90,64,56,64,1,62,1
Student 1637,76,86,99,81,59,97,5,92,0
Student 1638,71,68,66,58,100,75,3,75,1
Student 1639,90,52,95,80,83,71,4,67,0
Student 1640,94,71,71,91,83,89,7,94,0
Student 1641,95,60,73,88,57,92,8,58,1
Student 1642,96,94,95,100,91,55,7,75,0
Student 1643,58,85,98,54,97,71,8,72,0
Student 1644,56,84,99,69,100,72,5,67,0
Student 1645,75,86,51,57,85,62,5,61,1
Student 1646,96,96,90,85,98,73,4,91,0
Student 1647,84,96,77,65,64,86,8,90,0
Student 1648,65,78,59,86,68,71,3,79,1
Student 1649,82,94,66,92,56,96,4,80,0
Student 1650,82,78,56,57,91,85,2,63,1
Student 1651,83,94,82,56,75,89,2,97,0
Student 1652,88,61,94,85,59,90,6,75,0
Student 1653,85,91,93,97,98,91,2,92,0
Student 1654,78,78,88,96,80,99,7,84,0
Student 1655,85,84,92,85,83,85,7,88,0
Student 1656,64,93,65,57,79,93,8,71,1
Student 1657,86,75,91,91,78,99,7,51,0
Student 1658,62,100,68,89,98,82,3,51,0
Student 1659,86,87,63,66,70,70,3,85,0
Student 1660,92,94,59,69,97,99,5,96,0
Student 1661,79,94,85,76,57,58,1,57,1
Student 1662,78,62,61,77,55,77,7,80,1
Student 1663,73,86,76,91,62,59,8,94,0
Student 1664,98,80,58,52,96,94,2,56,0
Student 1665,81,79,99,67,100,55,5,55,0
Student 1666,74,67,65,55,83,90,6,94,0
Student 1667,90,94,90,74,96,70,8,69,0
Student 1668,50,66,86,72,64,56,6,80,1
Student 1669,76,91,54,82,55,52,2,56,1
Student 1670,62,80,64,76,97,78,2,63,1
Student 1671,83,84,72,78,78,58,8,83,0
Student 1672,77,79,55,78,98,69,5,63,1
Student 1673,77,73,78,100,74,90,8,55,0
Student 1674,77,88,50,63,96,74,3,53,1
Student 1675,97,99,55,58,66,92,7,60,0
Student 1676,97,94,73,93,86,62,8,67,0
Student 1677,93,91,100,62,86,74,1,58,0
Student 1678,86,67,53,86,81,65,2,56,1
Student 1679,83,60,78,72,76,63,7,60,1
Student 1680,84,78,80,70,68,58,1,83,1
Student 1681,82,64,77,79,67,58,5,52,1
Student 1682,74,61,57,68,91,71,4,68,1
Student 1683,73,71,66,92,60,85,2,67,1
Student 1684,86,67,76,50,60,72,1,50,1
Student 1685,96,76,90,83,79,78,6,82,0
Student 1686,85,57,92,79,72,86,3,50,1
Student 1687,84,77,76,95,88,96,1,100,0
Student 1688,94,56,99,67,89,61,3,91,0
Student 1689,82,54,91,53,65,85,2,93,1
Student 1690,79,77,84,99,84,92,4,60,0
Student 1691,68,71,77,50,80,57,2,86,1
Student 1692,76,85,89,51,66,91,2,68,0
Student 1693,77,95,69,67,65,84,3,85,0
Student 1694,87,60,96,77,95,55,8,63,0
Student 1695,69,93,81,89,68,51,6,73,1
Student 1696,86,63,67,56,77,88,8,94,0
Student 1697,62,74,76,94,64,93,3,95,0
Student 1698,79,90,64,57,69,100,4,100,0
Student 1699,55,71,72,83,91,71,4,50,1
Student 1700,95,55,98,89,93,74,3,95,0
Student 1701,94,95,66,67,50,60,5,55,1
Student 1702,71,65,66,79,88,98,5,61,0
Student 1703,73,56,97,70,53,67,1,73,1
Student 1704,69,54,95,89,95,77,4,66,0
Student 1705,72,70,70,53,61,84,4,97,1
Student 1706,65,68,82,85,62,61,3,96,1
Student 1707,61,92,57,87,99,99,5,69,0
Student 1708,73,96,72,52,91,54,5,65,1
Student 1709,51,97,95,60,92,59,3,86,0
Student 1710,60,78,99,89,61,92,1,73,0
Student 1711,97,94,61,76,54,55,4,81,1
Student 1712,88,97,61,76,87,74,2,83,0
Student 1713,75,75,100,65,56,80,3,100,0
Student 1714,97,53,76,86,67,55,5,73,1
Student 1715,99,54,77,75,99,61,3,91,0
Student 1716,59,63,91,78,54,50,7,73,1
Student 1717,90,73,58,69,58,61,7,79,1
Student 1718,87,72,62,64,97,79,7,69,0
Student 1719,76,91,75,65,58,66,8,93,1
Student 1720,78,94,85,74,79,57,7,80,0
Student 1721,80,54,67,71,54,95,8,67,1
Student 1722,65,94,62,74,55,62,8,64,1
Student 1723,95,51,92,79,61,99,5,72,0
Student 1724,75,60,98,99,65,56,5,82,0
Student 1725,59,61,62,67,70,52,6,84,1
Student 1726,87,90,99,99,58,65,8,63,0
Student 1727,61,67,96,62,79,61,5,55,1
Student 1728,70,72,78,85,72,55,5,79,1
Student 1729,55,68,88,92,61,56,1,80,1
Student 1730,59,87,99,100,86,80,3,69,0
Student 1731,90,92,71,80,51,58,1,81,1
Student 1732,56,76,61,58,96,50,3,72,1
Student 1733,55,64,87,77,92,100,5,92,0
Student 1734,65,51,100,67,95,98,8,82,0
Student 1735,54,70,66,74,83,97,5,54,1
Student 1736,87,81,87,50,66,94,2,58,1
Student 1737,90,87,53,53,58,79,6,62,1
Student 1738,81,97,53,72,80,50,6,68,1
Student 1739,85,81,73,73,78,75,5,86,0
Student 1740,91,89,64,70,56,86,4,64,1
Student 1741,56,77,61,83,91,70,2,98,0
Student 1742,95,96,57,83,83,63,4,52,0
Student 1743,68,91,92,73,59,81,6,89,0
Student 1744,52,79,72,87,88,74,2,64,1
Student 1745,93,67,86,99,73,52,3,55,1
Student 1746,54,77,88,84,63,79,7,98,0
Student 1747,99,52,90,81,58,56,7,68,1
Student 1748,61,95,88,99,75,82,4,94,0
Student 1749,54,60,100,96,55,50,3,98,1
Student 1750,60,72,86,98,57,85,4,97,0
Student 1751,98,70,75,65,97,62,6,97,0
Student 1752,65,54,89,94,78,91,1,95,0
Student 1753,77,95,83,60,71,100,5,81,0
Student 1754,71,92,97,86,83,58,7,87,0
Student 1755,92,56,71,59,75,51,4,58,1
Student 1756,88,100,53,57,73,54,8,100,1
Student 1757,71,66,74,77,88,95,8,58,0
Student 1758,81,100,98,72,62,75,7,81,0
Student 1759,98,76,58,93,92,61,3,63,0
Student 1760,55,77,88,60,70,65,6,59,1
Student 1761,51,78,80,97,53,50,8,89,1
Student 1762,68,53,98,87,51,94,4,86,0
Student 1763,50,57,53,89,58,89,2,63,1
Student 1764,51,78,76,81,64,93,2,75,1
Student 1765,80,79,90,67,63,96,2,61,0
Student 1766,55,71,64,78,52,85,2,83,1
Student 1767,72,85,51,53,89,87,8,75,1
Student 1768,88,77,92,71,79,93,6,83,0
Student 1769,77,54,60,62,75,61,8,96,1
Student 1770,54,79,54,100,61,51,3,59,1
Student 1771,84,89,63,74,96,51,2,94,0
Student 1772,53,73,66,87,72,89,2,82,1
Student 1773,54,100,77,84,57,67,7,87,0
Student 1774,78,88,87,96,90,96,1,80,0
Student 1775,74,61,58,65,50,81,5,100,1
Student 1776,71,73,77,98,76,60,4,65,1
Student 1777,88,75,62,96,100,99,4,97,0
Student 1778,65,77,78,80,66,95,8,51,1
Student 1779,63,100,83,64,80,65,3,69,1
Student 1780,68,79,59,55,91,64,1,70,1
Student 1781,62,77,77,98,64,54,2,71,1
Student 1782,98,87,77,92,88,71,3,70,0
